filename,x,y,frame_num,camera
take_2_R_2 37.jpg,237.0,120.0,37,R
take_2_L_2 37.jpg,349.5,130.0,37,L
take_2_L_2 34.jpg,370.0,81.5,34,L
take_2_R_2 36.jpg,231.5,104.0,36,R
take_2_L_2 36.jpg,355.5,114.0,36,L
take_2_R_2 34.jpg,219.00393676757812,70.67322540283203,34,R
take_2_R_2 35.jpg,225.0,85.0,35,R
take_2_L_2 38.jpg,344.5,147.0,38,L
take_2_L_2 35.jpg,362.060302734375,98.38191223144531,35,L
take_2_R_2 38.jpg,240.6904754638672,137.7857208251953,38,R
